Title                    ,
Model:                   ,N9320A
Serial Number:           ,CN0163000547
Center Frequency;        ,31250000.000000,Hz
Span:                    ,62500000.000000,Hz
Resolution Bandwidth:    ,3000.000000,Hz
Video Bandwidth:         ,3000.000000,Hz
Reference Level:         ,        0.00,dBm
Sweep Time:              ,20.878623,Sec
Num Points:              ,0461

No.,            frequency,    ,amplitude,
101,  13722826.1,Hz,      -21.47,dBm
102,  13858695.7,Hz,      -21.90,dBm
103,  13994565.2,Hz,      -23.56,dBm
104,  14130434.8,Hz,      -21.44,dBm
105,  14266304.3,Hz,      -23.64,dBm
106,  14402173.9,Hz,      -23.61,dBm
107,  14538043.5,Hz,      -23.12,dBm
108,  14673913.0,Hz,      -24.01,dBm
109,  14809782.6,Hz,      -22.36,dBm
110,  14945652.2,Hz,      -24.80,dBm
111,  15081521.7,Hz,      -23.64,dBm
112,  15217391.3,Hz,      -24.58,dBm
113,  15353260.9,Hz,      -24.20,dBm
114,  15489130.4,Hz,      -23.37,dBm
115,  15625000.0,Hz,      -24.53,dBm
116,  15760869.6,Hz,      -24.12,dBm
117,  15896739.1,Hz,      -23.98,dBm
118,  16032608.7,Hz,      -23.10,dBm
119,  16168478.3,Hz,      -22.47,dBm
120,  16304347.8,Hz,      -22.25,dBm
121,  16440217.4,Hz,      -24.09,dBm
122,  16576087.0,Hz,      -24.12,dBm
123,  16711956.5,Hz,      -24.72,dBm
124,  16847826.1,Hz,      -24.20,dBm
125,  16983695.7,Hz,      -25.91,dBm
126,  17119565.2,Hz,      -25.20,dBm
127,  17255434.8,Hz,      -24.61,dBm
128,  17391304.3,Hz,      -25.83,dBm
129,  17527173.9,Hz,      -25.39,dBm
130,  17663043.5,Hz,      -22.66,dBm
131,  17798913.0,Hz,      -23.18,dBm
132,  17934782.6,Hz,      -25.58,dBm
133,  18070652.2,Hz,      -25.85,dBm
134,  18206521.7,Hz,      -23.76,dBm
135,  18342391.3,Hz,      -26.51,dBm
136,  18478260.9,Hz,      -25.20,dBm
137,  18614130.4,Hz,      -25.17,dBm
138,  18750000.0,Hz,      -25.25,dBm
139,  18885869.6,Hz,      -24.74,dBm
140,  19021739.1,Hz,      -24.36,dBm
141,  19157608.7,Hz,      -23.19,dBm
142,  19293478.3,Hz,      -24.73,dBm
143,  19429347.8,Hz,      -25.38,dBm
144,  19565217.4,Hz,      -24.92,dBm
145,  19701087.0,Hz,      -25.36,dBm
146,  19836956.5,Hz,      -24.17,dBm
147,  19972826.1,Hz,      -25.22,dBm
148,  20108695.7,Hz,      -24.44,dBm
149,  20244565.2,Hz,      -25.85,dBm
150,  20380434.8,Hz,      -26.81,dBm
151,  20516304.3,Hz,      -26.73,dBm
152,  20652173.9,Hz,      -26.32,dBm
153,  20788043.5,Hz,      -25.38,dBm
154,  20923913.0,Hz,      -24.11,dBm
155,  21059782.6,Hz,      -24.70,dBm
156,  21195652.2,Hz,      -23.57,dBm
157,  21331521.7,Hz,      -25.19,dBm
158,  21467391.3,Hz,      -25.03,dBm
159,  21603260.9,Hz,      -26.42,dBm
160,  21739130.4,Hz,      -24.48,dBm
161,  21875000.0,Hz,      -24.24,dBm
162,  22010869.6,Hz,      -25.14,dBm
163,  22146739.1,Hz,      -24.45,dBm
164,  22282608.7,Hz,      -25.87,dBm
165,  22418478.3,Hz,      -25.52,dBm
166,  22554347.8,Hz,      -25.95,dBm
167,  22690217.4,Hz,      -26.92,dBm
168,  22826087.0,Hz,      -24.70,dBm
169,  22961956.5,Hz,      -25.90,dBm
170,  23097826.1,Hz,      -26.31,dBm
171,  23233695.7,Hz,      -25.02,dBm
172,  23369565.2,Hz,      -24.18,dBm
173,  23505434.8,Hz,      -25.43,dBm
174,  23641304.3,Hz,      -27.60,dBm
175,  23777173.9,Hz,      -26.55,dBm
176,  23913043.5,Hz,      -25.73,dBm
177,  24048913.0,Hz,      -26.06,dBm
178,  24184782.6,Hz,      -26.28,dBm
179,  24320652.2,Hz,      -24.50,dBm
180,  24456521.7,Hz,      -26.77,dBm
181,  24592391.3,Hz,      -26.03,dBm
182,  24728260.9,Hz,      -27.52,dBm
183,  24864130.4,Hz,      -24.78,dBm
184,  25000000.0,Hz,      -26.05,dBm
185,  25135869.6,Hz,      -25.83,dBm
186,  25271739.1,Hz,      -26.41,dBm
187,  25407608.7,Hz,      -26.85,dBm
188,  25543478.3,Hz,      -26.33,dBm
189,  25679347.8,Hz,      -25.53,dBm
190,  25815217.4,Hz,      -25.86,dBm
191,  25951087.0,Hz,      -25.59,dBm
192,  26086956.5,Hz,      -26.19,dBm
193,  26222826.1,Hz,      -26.74,dBm
194,  26358695.7,Hz,      -28.48,dBm
195,  26494565.2,Hz,      -26.32,dBm
196,  26630434.8,Hz,      -25.34,dBm
197,  26766304.3,Hz,      -26.60,dBm
198,  26902173.9,Hz,      -27.51,dBm
199,  27038043.5,Hz,      -26.08,dBm
200,  27173913.0,Hz,      -26.91,dBm
201,  27309782.6,Hz,      -25.83,dBm
202,  27445652.2,Hz,      -27.65,dBm
203,  27581521.7,Hz,      -26.30,dBm
204,  27717391.3,Hz,      -25.86,dBm
205,  27853260.9,Hz,      -27.65,dBm
206,  27989130.4,Hz,      -27.89,dBm
207,  28125000.0,Hz,      -26.90,dBm
208,  28260869.6,Hz,      -28.14,dBm
209,  28396739.1,Hz,      -27.39,dBm
210,  28532608.7,Hz,      -28.00,dBm
211,  28668478.3,Hz,      -25.66,dBm
212,  28804347.8,Hz,      -27.45,dBm
213,  28940217.4,Hz,      -27.37,dBm
214,  29076087.0,Hz,      -28.36,dBm
215,  29211956.5,Hz,      -27.37,dBm
216,  29347826.1,Hz,      -27.23,dBm
217,  29483695.7,Hz,      -28.08,dBm
218,  29619565.2,Hz,      -29.33,dBm
219,  29755434.8,Hz,      -27.70,dBm
220,  29891304.3,Hz,      -28.83,dBm
221,  30027173.9,Hz,      -28.14,dBm
222,  30163043.5,Hz,      -27.89,dBm
223,  30298913.0,Hz,      -28.00,dBm
224,  30434782.6,Hz,      -25.99,dBm
225,  30570652.2,Hz,      -28.52,dBm
226,  30706521.7,Hz,      -28.85,dBm
227,  30842391.3,Hz,      -27.86,dBm
228,  30978260.9,Hz,      -29.38,dBm
229,  31114130.4,Hz,      -27.80,dBm
230,  31250000.0,Hz,      -28.80,dBm
231,  31385869.6,Hz,      -28.13,dBm
232,  31521739.1,Hz,      -29.19,dBm
233,  31657608.7,Hz,      -29.05,dBm
234,  31793478.3,Hz,      -28.30,dBm
235,  31929347.8,Hz,      -30.04,dBm
236,  32065217.4,Hz,      -29.71,dBm
237,  32201087.0,Hz,      -29.46,dBm
238,  32336956.5,Hz,      -28.71,dBm
239,  32472826.1,Hz,      -28.07,dBm
240,  32608695.7,Hz,      -26.97,dBm
241,  32744565.2,Hz,      -28.05,dBm
242,  32880434.8,Hz,      -28.02,dBm
243,  33016304.3,Hz,      -29.10,dBm
244,  33152173.9,Hz,      -28.85,dBm
245,  33288043.5,Hz,      -29.51,dBm
246,  33423913.0,Hz,      -28.82,dBm
247,  33559782.6,Hz,      -29.40,dBm
248,  33695652.2,Hz,      -28.93,dBm
249,  33831521.7,Hz,      -29.90,dBm
250,  33967391.3,Hz,      -31.17,dBm
251,  34103260.9,Hz,      -30.23,dBm
252,  34239130.4,Hz,      -30.63,dBm
253,  34375000.0,Hz,      -29.62,dBm
254,  34510869.6,Hz,      -29.90,dBm
255,  34646739.1,Hz,      -30.28,dBm
256,  34782608.7,Hz,      -30.68,dBm
257,  34918478.3,Hz,      -29.23,dBm
258,  35054347.8,Hz,      -32.13,dBm
259,  35190217.4,Hz,      -29.79,dBm
260,  35326087.0,Hz,      -29.23,dBm
261,  35461956.5,Hz,      -30.00,dBm
262,  35597826.1,Hz,      -29.95,dBm
263,  35733695.7,Hz,      -29.75,dBm
264,  35869565.2,Hz,      -29.34,dBm
265,  36005434.8,Hz,      -29.64,dBm
266,  36141304.3,Hz,      -30.06,dBm
267,  36277173.9,Hz,      -31.83,dBm
268,  36413043.5,Hz,      -29.59,dBm
269,  36548913.0,Hz,      -31.53,dBm
270,  36684782.6,Hz,      -30.75,dBm
271,  36820652.2,Hz,      -30.30,dBm
272,  36956521.7,Hz,      -30.78,dBm
273,  37092391.3,Hz,      -30.57,dBm
274,  37228260.9,Hz,      -31.96,dBm
275,  37364130.4,Hz,      -30.92,dBm
276,  37500000.0,Hz,      -29.86,dBm
277,  37635869.6,Hz,      -30.64,dBm
278,  37771739.1,Hz,      -30.64,dBm
279,  37907608.7,Hz,      -32.90,dBm
280,  38043478.3,Hz,      -31.56,dBm
281,  38179347.8,Hz,      -29.56,dBm
282,  38315217.4,Hz,      -30.16,dBm
283,  38451087.0,Hz,      -31.07,dBm
284,  38586956.5,Hz,      -32.36,dBm
285,  38722826.1,Hz,      -28.89,dBm
286,  38858695.7,Hz,      -32.84,dBm
287,  38994565.2,Hz,      -32.20,dBm
288,  39130434.8,Hz,      -31.77,dBm
289,  39266304.3,Hz,      -33.56,dBm
290,  39402173.9,Hz,      -32.09,dBm
291,  39538043.5,Hz,      -31.82,dBm
292,  39673913.0,Hz,      -31.77,dBm
293,  39809782.6,Hz,      -30.51,dBm
294,  39945652.2,Hz,      -32.19,dBm
295,  40081521.7,Hz,      -32.71,dBm
296,  40217391.3,Hz,      -33.43,dBm
297,  40353260.9,Hz,      -33.03,dBm
298,  40489130.4,Hz,      -32.36,dBm
299,  40625000.0,Hz,      -31.04,dBm
300,  40760869.6,Hz,      -32.79,dBm
301,  40896739.1,Hz,      -32.41,dBm
302,  41032608.7,Hz,      -30.64,dBm
303,  41168478.3,Hz,      -31.22,dBm
304,  41304347.8,Hz,      -32.33,dBm
305,  41440217.4,Hz,      -31.38,dBm
306,  41576087.0,Hz,      -33.82,dBm
307,  41711956.5,Hz,      -32.70,dBm
308,  41847826.1,Hz,      -31.97,dBm
309,  41983695.7,Hz,      -32.84,dBm
310,  42119565.2,Hz,      -33.29,dBm
311,  42255434.8,Hz,      -32.13,dBm
312,  42391304.3,Hz,      -33.40,dBm
313,  42527173.9,Hz,      -33.00,dBm
314,  42663043.5,Hz,      -32.89,dBm
315,  42798913.0,Hz,      -34.05,dBm
316,  42934782.6,Hz,      -32.22,dBm
317,  43070652.2,Hz,      -33.87,dBm
318,  43206521.7,Hz,      -32.62,dBm
319,  43342391.3,Hz,      -34.58,dBm
320,  43478260.9,Hz,      -34.23,dBm
321,  43614130.4,Hz,      -34.16,dBm
322,  43750000.0,Hz,      -33.97,dBm
323,  43885869.6,Hz,      -33.26,dBm
324,  44021739.1,Hz,      -33.07,dBm
325,  44157608.7,Hz,      -34.73,dBm
326,  44293478.3,Hz,      -32.81,dBm
327,  44429347.8,Hz,      -32.97,dBm
328,  44565217.4,Hz,      -34.57,dBm
329,  44701087.0,Hz,      -34.39,dBm
330,  44836956.5,Hz,      -35.09,dBm
331,  44972826.1,Hz,      -34.28,dBm
332,  45108695.7,Hz,      -33.84,dBm
333,  45244565.2,Hz,      -33.99,dBm
334,  45380434.8,Hz,      -35.79,dBm
335,  45516304.3,Hz,      -34.42,dBm
336,  45652173.9,Hz,      -33.47,dBm
337,  45788043.5,Hz,      -34.83,dBm
338,  45923913.0,Hz,      -34.26,dBm
339,  46059782.6,Hz,      -35.32,dBm
340,  46195652.2,Hz,      -35.48,dBm
341,  46331521.7,Hz,      -34.81,dBm
342,  46467391.3,Hz,      -34.26,dBm
343,  46603260.9,Hz,      -36.30,dBm
344,  46739130.4,Hz,      -34.70,dBm
345,  46875000.0,Hz,      -35.48,dBm
346,  47010869.6,Hz,      -33.83,dBm
347,  47146739.1,Hz,      -32.55,dBm
348,  47282608.7,Hz,      -34.98,dBm
349,  47418478.3,Hz,      -35.71,dBm
350,  47554347.8,Hz,      -35.22,dBm
351,  47690217.4,Hz,      -36.80,dBm
352,  47826087.0,Hz,      -34.75,dBm
353,  47961956.5,Hz,      -37.14,dBm
354,  48097826.1,Hz,      -35.96,dBm
355,  48233695.7,Hz,      -37.00,dBm
356,  48369565.2,Hz,      -36.34,dBm
357,  48505434.8,Hz,      -35.22,dBm
358,  48641304.3,Hz,      -37.23,dBm
359,  48777173.9,Hz,      -34.88,dBm
360,  48913043.5,Hz,      -34.90,dBm
361,  49048913.0,Hz,      -36.27,dBm
362,  49184782.6,Hz,      -37.78,dBm
363,  49320652.2,Hz,      -36.75,dBm
364,  49456521.7,Hz,      -39.19,dBm
365,  49592391.3,Hz,      -37.78,dBm
366,  49728260.9,Hz,      -38.66,dBm
367,  49864130.4,Hz,      -36.54,dBm
368,  50000000.0,Hz,      -37.63,dBm
369,  50135869.6,Hz,      -39.50,dBm
370,  50271739.1,Hz,      -37.43,dBm
371,  50407608.7,Hz,      -38.99,dBm
372,  50543478.3,Hz,      -34.50,dBm
373,  50679347.8,Hz,      -35.90,dBm
374,  50815217.4,Hz,      -36.11,dBm
375,  50951087.0,Hz,      -38.96,dBm
376,  51086956.5,Hz,      -38.68,dBm
377,  51222826.1,Hz,      -37.38,dBm
378,  51358695.7,Hz,      -39.50,dBm
379,  51494565.2,Hz,      -38.20,dBm
380,  51630434.8,Hz,      -37.77,dBm
381,  51766304.3,Hz,      -40.35,dBm
382,  51902173.9,Hz,      -37.80,dBm
383,  52038043.5,Hz,      -39.16,dBm
384,  52173913.0,Hz,      -37.10,dBm
385,  52309782.6,Hz,      -40.94,dBm
386,  52445652.2,Hz,      -39.37,dBm
387,  52581521.7,Hz,      -41.25,dBm
388,  52717391.3,Hz,      -42.97,dBm
389,  52853260.9,Hz,      -43.81,dBm
390,  52989130.4,Hz,      -43.05,dBm
391,  53125000.0,Hz,      -43.87,dBm
392,  53260869.6,Hz,      -41.64,dBm
393,  53396739.1,Hz,      -42.67,dBm
394,  53532608.7,Hz,      -44.88,dBm
395,  53668478.3,Hz,      -44.22,dBm
396,  53804347.8,Hz,      -44.27,dBm
397,  53940217.4,Hz,      -44.44,dBm
398,  54076087.0,Hz,      -43.76,dBm
399,  54211956.5,Hz,      -46.38,dBm
400,  54347826.1,Hz,      -42.48,dBm
401,  54483695.7,Hz,      -46.09,dBm
402,  54619565.2,Hz,      -43.62,dBm
403,  54755434.8,Hz,      -45.10,dBm
404,  54891304.3,Hz,      -44.24,dBm
405,  55027173.9,Hz,      -46.03,dBm
406,  55163043.5,Hz,      -44.71,dBm
407,  55298913.0,Hz,      -44.52,dBm
408,  55434782.6,Hz,      -46.46,dBm
409,  55570652.2,Hz,      -45.69,dBm
410,  55706521.7,Hz,      -44.46,dBm
411,  55842391.3,Hz,      -46.82,dBm
412,  55978260.9,Hz,      -45.61,dBm
413,  56114130.4,Hz,      -45.58,dBm
414,  56250000.0,Hz,      -46.96,dBm
415,  56385869.6,Hz,      -46.48,dBm
416,  56521739.1,Hz,      -46.43,dBm
417,  56657608.7,Hz,      -47.01,dBm
418,  56793478.3,Hz,      -47.58,dBm
419,  56929347.8,Hz,      -45.63,dBm
420,  57065217.4,Hz,      -48.96,dBm
421,  57201087.0,Hz,      -46.90,dBm
422,  57336956.5,Hz,      -46.90,dBm
423,  57472826.1,Hz,      -46.73,dBm
424,  57608695.7,Hz,      -46.84,dBm
425,  57744565.2,Hz,      -47.92,dBm
426,  57880434.8,Hz,      -48.45,dBm
427,  58016304.3,Hz,      -48.37,dBm
428,  58152173.9,Hz,      -47.21,dBm
429,  58288043.5,Hz,      -47.46,dBm
430,  58423913.0,Hz,      -48.08,dBm
431,  58559782.6,Hz,      -47.15,dBm
432,  58695652.2,Hz,      -46.00,dBm
433,  58831521.7,Hz,      -47.37,dBm
434,  58967391.3,Hz,      -46.62,dBm
435,  59103260.9,Hz,      -48.87,dBm
436,  59239130.4,Hz,      -47.60,dBm
437,  59375000.0,Hz,      -49.18,dBm
438,  59510869.6,Hz,      -48.89,dBm
439,  59646739.1,Hz,      -46.86,dBm
440,  59782608.7,Hz,      -48.84,dBm
441,  59918478.3,Hz,      -47.23,dBm
442,  60054347.8,Hz,      -47.29,dBm
443,  60190217.4,Hz,      -48.53,dBm
444,  60326087.0,Hz,      -47.62,dBm
445,  60461956.5,Hz,      -47.37,dBm
446,  60597826.1,Hz,      -49.71,dBm
447,  60733695.7,Hz,      -47.71,dBm
448,  60869565.2,Hz,      -49.15,dBm
449,  61005434.8,Hz,      -48.39,dBm
450,  61141304.3,Hz,      -49.29,dBm
451,  61277173.9,Hz,      -48.28,dBm
452,  61413043.5,Hz,      -49.34,dBm
453,  61548913.0,Hz,      -49.17,dBm
454,  61684782.6,Hz,      -46.16,dBm
455,  61820652.2,Hz,      -51.13,dBm
456,  61956521.7,Hz,      -43.79,dBm
457,  62092391.3,Hz,      -47.39,dBm
458,  62228260.9,Hz,      -50.47,dBm
459,  62364130.4,Hz,      -48.52,dBm
460,  62500000.0,Hz,      -49.09,dBm
