Title                    ,
Model:                   ,N9320A
Serial Number:           ,CN0163000547
Center Frequency;        ,31250000.000000,Hz
Span:                    ,62500000.000000,Hz
Resolution Bandwidth:    ,3000.000000,Hz
Video Bandwidth:         ,3000.000000,Hz
Reference Level:         ,        0.00,dBm
Sweep Time:              ,20.878623,Sec
Num Points:              ,0461

No.,            frequency,    ,amplitude,
 61,   8288043.5,Hz,      -48.34,dBm
 62,   8423913.0,Hz,      -48.08,dBm
 63,   8559782.6,Hz,      -46.72,dBm
 64,   8695652.2,Hz,      -46.66,dBm
 65,   8831521.7,Hz,      -45.33,dBm
 66,   8967391.3,Hz,      -46.70,dBm
 67,   9103260.9,Hz,      -46.28,dBm
 68,   9239130.4,Hz,      -46.81,dBm
 69,   9375000.0,Hz,      -45.28,dBm
 70,   9510869.6,Hz,      -44.99,dBm
 71,   9646739.1,Hz,      -43.40,dBm
 72,   9782608.7,Hz,      -39.98,dBm
 73,   9918478.3,Hz,      -33.75,dBm
 74,  10054347.8,Hz,      -33.46,dBm
 75,  10190217.4,Hz,      -32.65,dBm
 76,  10326087.0,Hz,      -33.06,dBm
 77,  10461956.5,Hz,      -33.85,dBm
 78,  10597826.1,Hz,      -32.44,dBm
 79,  10733695.7,Hz,      -31.90,dBm
 80,  10869565.2,Hz,      -32.79,dBm
 81,  11005434.8,Hz,      -31.82,dBm
 82,  11141304.3,Hz,      -32.46,dBm
 83,  11277173.9,Hz,      -32.68,dBm
 84,  11413043.5,Hz,      -32.19,dBm
 85,  11548913.0,Hz,      -33.59,dBm
 86,  11684782.6,Hz,      -32.00,dBm
 87,  11820652.2,Hz,      -32.00,dBm
 88,  11956521.7,Hz,      -32.60,dBm
 89,  12092391.3,Hz,      -32.11,dBm
 90,  12228260.9,Hz,      -31.97,dBm
 91,  12364130.4,Hz,      -31.35,dBm
 92,  12500000.0,Hz,      -32.67,dBm
 93,  12635869.6,Hz,      -31.19,dBm
 94,  12771739.1,Hz,      -33.64,dBm
 95,  12907608.7,Hz,      -33.21,dBm
 96,  13043478.3,Hz,      -32.67,dBm
 97,  13179347.8,Hz,      -33.50,dBm
 98,  13315217.4,Hz,      -34.48,dBm
 99,  13451087.0,Hz,      -30.39,dBm
100,  13586956.5,Hz,      -32.29,dBm
101,  13722826.1,Hz,      -31.54,dBm
102,  13858695.7,Hz,      -31.89,dBm
103,  13994565.2,Hz,      -33.61,dBm
104,  14130434.8,Hz,      -31.06,dBm
105,  14266304.3,Hz,      -32.64,dBm
106,  14402173.9,Hz,      -33.58,dBm
107,  14538043.5,Hz,      -32.53,dBm
108,  14673913.0,Hz,      -33.07,dBm
109,  14809782.6,Hz,      -33.58,dBm
110,  14945652.2,Hz,      -32.75,dBm
111,  15081521.7,Hz,      -33.76,dBm
112,  15217391.3,Hz,      -34.52,dBm
113,  15353260.9,Hz,      -33.47,dBm
114,  15489130.4,Hz,      -30.68,dBm
115,  15625000.0,Hz,      -32.50,dBm
116,  15760869.6,Hz,      -32.56,dBm
117,  15896739.1,Hz,      -30.46,dBm
118,  16032608.7,Hz,      -32.91,dBm
119,  16168478.3,Hz,      -32.31,dBm
120,  16304347.8,Hz,      -34.97,dBm
121,  16440217.4,Hz,      -34.02,dBm
122,  16576087.0,Hz,      -34.73,dBm
123,  16711956.5,Hz,      -33.76,dBm
124,  16847826.1,Hz,      -32.69,dBm
125,  16983695.7,Hz,      -34.54,dBm
126,  17119565.2,Hz,      -33.07,dBm
127,  17255434.8,Hz,      -33.23,dBm
128,  17391304.3,Hz,      -33.73,dBm
129,  17527173.9,Hz,      -32.80,dBm
130,  17663043.5,Hz,      -32.93,dBm
131,  17798913.0,Hz,      -32.58,dBm
132,  17934782.6,Hz,      -33.41,dBm
133,  18070652.2,Hz,      -34.85,dBm
134,  18206521.7,Hz,      -33.73,dBm
135,  18342391.3,Hz,      -34.67,dBm
136,  18478260.9,Hz,      -31.88,dBm
137,  18614130.4,Hz,      -35.48,dBm
138,  18750000.0,Hz,      -33.78,dBm
139,  18885869.6,Hz,      -33.38,dBm
140,  19021739.1,Hz,      -35.30,dBm
141,  19157608.7,Hz,      -32.79,dBm
142,  19293478.3,Hz,      -33.96,dBm
143,  19429347.8,Hz,      -33.75,dBm
144,  19565217.4,Hz,      -35.32,dBm
145,  19701087.0,Hz,      -34.38,dBm
146,  19836956.5,Hz,      -33.67,dBm
147,  19972826.1,Hz,      -34.12,dBm
148,  20108695.7,Hz,      -34.43,dBm
149,  20244565.2,Hz,      -34.51,dBm
150,  20380434.8,Hz,      -34.06,dBm
151,  20516304.3,Hz,      -35.42,dBm
152,  20652173.9,Hz,      -33.48,dBm
153,  20788043.5,Hz,      -34.27,dBm
154,  20923913.0,Hz,      -35.19,dBm
155,  21059782.6,Hz,      -32.52,dBm
156,  21195652.2,Hz,      -35.39,dBm
157,  21331521.7,Hz,      -34.40,dBm
158,  21467391.3,Hz,      -34.74,dBm
159,  21603260.9,Hz,      -34.35,dBm
160,  21739130.4,Hz,      -32.51,dBm
161,  21875000.0,Hz,      -35.00,dBm
162,  22010869.6,Hz,      -34.35,dBm
163,  22146739.1,Hz,      -35.31,dBm
164,  22282608.7,Hz,      -36.39,dBm
165,  22418478.3,Hz,      -34.84,dBm
166,  22554347.8,Hz,      -35.80,dBm
167,  22690217.4,Hz,      -35.03,dBm
168,  22826087.0,Hz,      -33.48,dBm
169,  22961956.5,Hz,      -34.82,dBm
170,  23097826.1,Hz,      -34.97,dBm
171,  23233695.7,Hz,      -34.42,dBm
172,  23369565.2,Hz,      -36.67,dBm
173,  23505434.8,Hz,      -35.47,dBm
174,  23641304.3,Hz,      -33.58,dBm
175,  23777173.9,Hz,      -36.89,dBm
176,  23913043.5,Hz,      -35.46,dBm
177,  24048913.0,Hz,      -35.64,dBm
178,  24184782.6,Hz,      -36.46,dBm
179,  24320652.2,Hz,      -34.99,dBm
180,  24456521.7,Hz,      -36.94,dBm
181,  24592391.3,Hz,      -36.15,dBm
182,  24728260.9,Hz,      -35.13,dBm
183,  24864130.4,Hz,      -36.46,dBm
184,  25000000.0,Hz,      -37.07,dBm
185,  25135869.6,Hz,      -36.86,dBm
186,  25271739.1,Hz,      -37.52,dBm
187,  25407608.7,Hz,      -35.10,dBm
188,  25543478.3,Hz,      -37.02,dBm
189,  25679347.8,Hz,      -34.26,dBm
190,  25815217.4,Hz,      -36.02,dBm
191,  25951087.0,Hz,      -36.05,dBm
192,  26086956.5,Hz,      -36.43,dBm
193,  26222826.1,Hz,      -33.97,dBm
194,  26358695.7,Hz,      -37.01,dBm
195,  26494565.2,Hz,      -37.87,dBm
196,  26630434.8,Hz,      -37.17,dBm
197,  26766304.3,Hz,      -37.89,dBm
198,  26902173.9,Hz,      -34.44,dBm
199,  27038043.5,Hz,      -34.83,dBm
200,  27173913.0,Hz,      -35.79,dBm
201,  27309782.6,Hz,      -36.32,dBm
202,  27445652.2,Hz,      -36.53,dBm
203,  27581521.7,Hz,      -35.66,dBm
204,  27717391.3,Hz,      -37.01,dBm
205,  27853260.9,Hz,      -37.01,dBm
206,  27989130.4,Hz,      -36.04,dBm
207,  28125000.0,Hz,      -36.42,dBm
208,  28260869.6,Hz,      -36.22,dBm
209,  28396739.1,Hz,      -35.37,dBm
210,  28532608.7,Hz,      -36.35,dBm
211,  28668478.3,Hz,      -37.41,dBm
212,  28804347.8,Hz,      -34.43,dBm
213,  28940217.4,Hz,      -37.84,dBm
214,  29076087.0,Hz,      -37.84,dBm
215,  29211956.5,Hz,      -37.14,dBm
216,  29347826.1,Hz,      -36.80,dBm
217,  29483695.7,Hz,      -38.04,dBm
218,  29619565.2,Hz,      -37.66,dBm
219,  29755434.8,Hz,      -35.91,dBm
220,  29891304.3,Hz,      -38.28,dBm
221,  30027173.9,Hz,      -35.42,dBm
222,  30163043.5,Hz,      -37.66,dBm
223,  30298913.0,Hz,      -35.96,dBm
224,  30434782.6,Hz,      -36.34,dBm
225,  30570652.2,Hz,      -37.86,dBm
226,  30706521.7,Hz,      -36.75,dBm
227,  30842391.3,Hz,      -39.07,dBm
228,  30978260.9,Hz,      -37.63,dBm
229,  31114130.4,Hz,      -36.92,dBm
230,  31250000.0,Hz,      -38.51,dBm
231,  31385869.6,Hz,      -36.47,dBm
232,  31521739.1,Hz,      -39.29,dBm
233,  31657608.7,Hz,      -39.12,dBm
234,  31793478.3,Hz,      -36.29,dBm
235,  31929347.8,Hz,      -37.10,dBm
236,  32065217.4,Hz,      -38.13,dBm
237,  32201087.0,Hz,      -37.38,dBm
238,  32336956.5,Hz,      -38.33,dBm
239,  32472826.1,Hz,      -39.50,dBm
240,  32608695.7,Hz,      -38.35,dBm
241,  32744565.2,Hz,      -37.55,dBm
242,  32880434.8,Hz,      -37.30,dBm
243,  33016304.3,Hz,      -39.47,dBm
244,  33152173.9,Hz,      -37.62,dBm
245,  33288043.5,Hz,      -40.04,dBm
246,  33423913.0,Hz,      -37.27,dBm
247,  33559782.6,Hz,      -40.45,dBm
248,  33695652.2,Hz,      -38.47,dBm
249,  33831521.7,Hz,      -38.37,dBm
250,  33967391.3,Hz,      -38.00,dBm
251,  34103260.9,Hz,      -37.20,dBm
252,  34239130.4,Hz,      -36.28,dBm
253,  34375000.0,Hz,      -40.45,dBm
254,  34510869.6,Hz,      -38.65,dBm
255,  34646739.1,Hz,      -37.72,dBm
256,  34782608.7,Hz,      -39.41,dBm
257,  34918478.3,Hz,      -38.52,dBm
258,  35054347.8,Hz,      -40.42,dBm
259,  35190217.4,Hz,      -37.60,dBm
260,  35326087.0,Hz,      -39.26,dBm
261,  35461956.5,Hz,      -38.42,dBm
262,  35597826.1,Hz,      -38.92,dBm
263,  35733695.7,Hz,      -40.08,dBm
264,  35869565.2,Hz,      -38.75,dBm
265,  36005434.8,Hz,      -38.59,dBm
266,  36141304.3,Hz,      -39.34,dBm
267,  36277173.9,Hz,      -40.14,dBm
268,  36413043.5,Hz,      -39.93,dBm
269,  36548913.0,Hz,      -39.90,dBm
270,  36684782.6,Hz,      -39.02,dBm
271,  36820652.2,Hz,      -39.28,dBm
272,  36956521.7,Hz,      -40.67,dBm
273,  37092391.3,Hz,      -37.61,dBm
274,  37228260.9,Hz,      -41.22,dBm
275,  37364130.4,Hz,      -40.57,dBm
276,  37500000.0,Hz,      -38.54,dBm
277,  37635869.6,Hz,      -40.60,dBm
278,  37771739.1,Hz,      -38.19,dBm
279,  37907608.7,Hz,      -40.60,dBm
280,  38043478.3,Hz,      -39.89,dBm
281,  38179347.8,Hz,      -41.06,dBm
282,  38315217.4,Hz,      -41.97,dBm
283,  38451087.0,Hz,      -39.15,dBm
284,  38586956.5,Hz,      -38.94,dBm
285,  38722826.1,Hz,      -39.18,dBm
286,  38858695.7,Hz,      -40.20,dBm
287,  38994565.2,Hz,      -40.64,dBm
288,  39130434.8,Hz,      -39.97,dBm
289,  39266304.3,Hz,      -40.26,dBm
290,  39402173.9,Hz,      -41.89,dBm
291,  39538043.5,Hz,      -40.62,dBm
292,  39673913.0,Hz,      -40.90,dBm
293,  39809782.6,Hz,      -39.95,dBm
294,  39945652.2,Hz,      -41.57,dBm
295,  40081521.7,Hz,      -41.26,dBm
296,  40217391.3,Hz,      -41.03,dBm
297,  40353260.9,Hz,      -40.67,dBm
298,  40489130.4,Hz,      -40.74,dBm
299,  40625000.0,Hz,      -40.72,dBm
300,  40760869.6,Hz,      -40.64,dBm
301,  40896739.1,Hz,      -39.63,dBm
302,  41032608.7,Hz,      -40.54,dBm
303,  41168478.3,Hz,      -40.74,dBm
304,  41304347.8,Hz,      -39.99,dBm
305,  41440217.4,Hz,      -41.46,dBm
306,  41576087.0,Hz,      -41.21,dBm
307,  41711956.5,Hz,      -40.15,dBm
308,  41847826.1,Hz,      -41.57,dBm
309,  41983695.7,Hz,      -41.85,dBm
310,  42119565.2,Hz,      -42.78,dBm
311,  42255434.8,Hz,      -39.37,dBm
312,  42391304.3,Hz,      -41.07,dBm
313,  42527173.9,Hz,      -41.23,dBm
314,  42663043.5,Hz,      -41.15,dBm
315,  42798913.0,Hz,      -41.05,dBm
316,  42934782.6,Hz,      -42.70,dBm
317,  43070652.2,Hz,      -41.36,dBm
318,  43206521.7,Hz,      -40.56,dBm
319,  43342391.3,Hz,      -42.46,dBm
320,  43478260.9,Hz,      -42.32,dBm
321,  43614130.4,Hz,      -42.94,dBm
322,  43750000.0,Hz,      -42.22,dBm
323,  43885869.6,Hz,      -40.29,dBm
324,  44021739.1,Hz,      -41.30,dBm
325,  44157608.7,Hz,      -42.83,dBm
326,  44293478.3,Hz,      -40.76,dBm
327,  44429347.8,Hz,      -40.37,dBm
328,  44565217.4,Hz,      -43.02,dBm
329,  44701087.0,Hz,      -42.27,dBm
330,  44836956.5,Hz,      -44.24,dBm
331,  44972826.1,Hz,      -40.50,dBm
332,  45108695.7,Hz,      -42.75,dBm
333,  45244565.2,Hz,      -41.58,dBm
334,  45380434.8,Hz,      -39.26,dBm
335,  45516304.3,Hz,      -41.35,dBm
336,  45652173.9,Hz,      -43.34,dBm
337,  45788043.5,Hz,      -42.48,dBm
338,  45923913.0,Hz,      -42.66,dBm
339,  46059782.6,Hz,      -41.43,dBm
340,  46195652.2,Hz,      -43.50,dBm
341,  46331521.7,Hz,      -39.74,dBm
342,  46467391.3,Hz,      -41.37,dBm
343,  46603260.9,Hz,      -43.12,dBm
344,  46739130.4,Hz,      -42.37,dBm
345,  46875000.0,Hz,      -42.02,dBm
346,  47010869.6,Hz,      -40.44,dBm
347,  47146739.1,Hz,      -38.74,dBm
348,  47282608.7,Hz,      -42.39,dBm
349,  47418478.3,Hz,      -41.60,dBm
350,  47554347.8,Hz,      -42.96,dBm
351,  47690217.4,Hz,      -44.07,dBm
352,  47826087.0,Hz,      -42.53,dBm
353,  47961956.5,Hz,      -43.55,dBm
354,  48097826.1,Hz,      -43.39,dBm
355,  48233695.7,Hz,      -42.85,dBm
356,  48369565.2,Hz,      -43.06,dBm
357,  48505434.8,Hz,      -43.39,dBm
358,  48641304.3,Hz,      -42.39,dBm
359,  48777173.9,Hz,      -45.35,dBm
360,  48913043.5,Hz,      -43.12,dBm
361,  49048913.0,Hz,      -44.18,dBm
362,  49184782.6,Hz,      -44.56,dBm
363,  49320652.2,Hz,      -43.09,dBm
364,  49456521.7,Hz,      -44.42,dBm
365,  49592391.3,Hz,      -43.79,dBm
366,  49728260.9,Hz,      -43.06,dBm
367,  49864130.4,Hz,      -43.96,dBm
368,  50000000.0,Hz,      -44.81,dBm
369,  50135869.6,Hz,      -44.31,dBm
370,  50271739.1,Hz,      -44.36,dBm
371,  50407608.7,Hz,      -43.25,dBm
372,  50543478.3,Hz,      -41.96,dBm
373,  50679347.8,Hz,      -44.72,dBm
374,  50815217.4,Hz,      -44.75,dBm
375,  50951087.0,Hz,      -45.25,dBm
376,  51086956.5,Hz,      -43.76,dBm
377,  51222826.1,Hz,      -43.25,dBm
378,  51358695.7,Hz,      -42.98,dBm
379,  51494565.2,Hz,      -44.94,dBm
380,  51630434.8,Hz,      -45.08,dBm
381,  51766304.3,Hz,      -45.19,dBm
382,  51902173.9,Hz,      -44.66,dBm
383,  52038043.5,Hz,      -45.36,dBm
384,  52173913.0,Hz,      -46.33,dBm
385,  52309782.6,Hz,      -44.01,dBm
386,  52445652.2,Hz,      -44.91,dBm
387,  52581521.7,Hz,      -44.97,dBm
388,  52717391.3,Hz,      -58.23,dBm
389,  52853260.9,Hz,      -56.17,dBm
390,  52989130.4,Hz,      -58.79,dBm
391,  53125000.0,Hz,      -58.51,dBm
392,  53260869.6,Hz,      -60.53,dBm
393,  53396739.1,Hz,      -61.33,dBm
394,  53532608.7,Hz,      -60.06,dBm
395,  53668478.3,Hz,      -61.73,dBm
396,  53804347.8,Hz,      -64.73,dBm
397,  53940217.4,Hz,      -63.23,dBm
398,  54076087.0,Hz,      -64.32,dBm
399,  54211956.5,Hz,      -63.41,dBm
400,  54347826.1,Hz,      -64.13,dBm
401,  54483695.7,Hz,      -64.62,dBm
402,  54619565.2,Hz,      -65.24,dBm
403,  54755434.8,Hz,      -64.62,dBm
404,  54891304.3,Hz,      -63.43,dBm
405,  55027173.9,Hz,      -64.40,dBm
406,  55163043.5,Hz,      -66.36,dBm
407,  55298913.0,Hz,      -63.57,dBm
408,  55434782.6,Hz,      -64.62,dBm
409,  55570652.2,Hz,      -65.31,dBm
410,  55706521.7,Hz,      -63.38,dBm
411,  55842391.3,Hz,      -65.18,dBm
412,  55978260.9,Hz,      -66.31,dBm
413,  56114130.4,Hz,      -63.80,dBm
414,  56250000.0,Hz,      -66.19,dBm
415,  56385869.6,Hz,      -66.04,dBm
416,  56521739.1,Hz,      -67.78,dBm
417,  56657608.7,Hz,      -66.16,dBm
418,  56793478.3,Hz,      -66.99,dBm
419,  56929347.8,Hz,      -67.62,dBm
420,  57065217.4,Hz,      -65.55,dBm
421,  57201087.0,Hz,      -67.37,dBm
422,  57336956.5,Hz,      -65.93,dBm
423,  57472826.1,Hz,      -64.07,dBm
424,  57608695.7,Hz,      -66.71,dBm
425,  57744565.2,Hz,      -67.70,dBm
426,  57880434.8,Hz,      -68.40,dBm
427,  58016304.3,Hz,      -67.94,dBm
428,  58152173.9,Hz,      -65.15,dBm
429,  58288043.5,Hz,      -65.82,dBm
430,  58423913.0,Hz,      -67.37,dBm
431,  58559782.6,Hz,      -65.93,dBm
432,  58695652.2,Hz,      -66.61,dBm
433,  58831521.7,Hz,      -64.93,dBm
434,  58967391.3,Hz,      -64.77,dBm
435,  59103260.9,Hz,      -64.50,dBm
436,  59239130.4,Hz,      -65.65,dBm
437,  59375000.0,Hz,      -68.11,dBm
438,  59510869.6,Hz,      -67.58,dBm
439,  59646739.1,Hz,      -66.95,dBm
440,  59782608.7,Hz,      -66.21,dBm
441,  59918478.3,Hz,      -66.24,dBm
442,  60054347.8,Hz,      -66.87,dBm
443,  60190217.4,Hz,      -65.70,dBm
444,  60326087.0,Hz,      -66.47,dBm
445,  60461956.5,Hz,      -69.40,dBm
446,  60597826.1,Hz,      -68.59,dBm
447,  60733695.7,Hz,      -67.88,dBm
448,  60869565.2,Hz,      -68.13,dBm
449,  61005434.8,Hz,      -64.63,dBm
450,  61141304.3,Hz,      -67.74,dBm
451,  61277173.9,Hz,      -65.06,dBm
452,  61413043.5,Hz,      -69.06,dBm
453,  61548913.0,Hz,      -66.12,dBm
454,  61684782.6,Hz,      -66.64,dBm
455,  61820652.2,Hz,      -65.94,dBm
456,  61956521.7,Hz,      -67.14,dBm
457,  62092391.3,Hz,      -68.74,dBm
458,  62228260.9,Hz,      -67.36,dBm
459,  62364130.4,Hz,      -68.16,dBm
460,  62500000.0,Hz,      -67.41,dBm
